project,canonical_id,summary_row_count,summary_row_missing,duplicate_summary_rows,summary_conflict,conflicting_columns,task_dir_present,metadata_present,evidence_bundle_present,required_step_files_present,summary_step_mismatch,mismatch_fields,evidence_missing,needs_manual_review,review_reasons
0xKoda_WireMCP,CVE-2026-3959,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2025-48957,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2025-55449,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2025-57697,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2025-57698,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2026-6117,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2026-6118,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2026-6119,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,summary_marked_manual_review,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2026-6984,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
AstrBotDevs_AstrBot,CVE-2026-7579,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2024-10188,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2024-4888,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2025-11203,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2025-45809,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2026-35029,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2026-35030,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2026-40217,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2026-42203,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2026-42208,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,CVE-2026-42271,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BerriAI_litellm,GHSA-69x8-hrgq-fjj8,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
BigSweetPotatoStudio_HyperChat,CVE-2026-7223,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2022-3225,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2023-29010,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2023-37466,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-25040,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-25041,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-25043,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-25044,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-25045,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-25737,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-27702,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-30240,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-31816,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-31818,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-33226,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,summary_marked_manual_review,task_dir_missing"
Budibase_budibase,CVE-2026-35214,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-35216,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-35218,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-41428,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-42239,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-45061,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-45548,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-45715,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-45716,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-45717,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-45718,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-45719,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-46424,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-46425,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-46426,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,CVE-2026-46427,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Budibase_budibase,GHSA-86f3-cqpq-wp9m,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Bytedesk_bytedesk,CVE-2026-3748,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Bytedesk_bytedesk,CVE-2026-3749,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Bytedesk_bytedesk,CVE-2026-3788,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Bytedesk_bytedesk,CVE-2026-3789,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Chainlit_chainlit,CVE-2025-68492,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Chainlit_chainlit,CVE-2026-22218,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Chainlit_chainlit,CVE-2026-22219,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
ChatGPTNextWeb_NextChat,CVE-2023-49785,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
ChatGPTNextWeb_NextChat,CVE-2024-38514,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
ChatGPTNextWeb_NextChat,CVE-2025-50733,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,summary_marked_manual_review,task_dir_missing"
ChatGPTNextWeb_NextChat,CVE-2025-50735,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
ChatGPTNextWeb_NextChat,CVE-2026-7177,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
ChatGPTNextWeb_NextChat,CVE-2026-7178,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
ChatGPTNextWeb_NextChat,CVE-2026-7643,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,summary_marked_manual_review,task_dir_missing"
ChatGPTNextWeb_NextChat,CVE-2026-7644,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
CodeWithCJ_SparkyFitness,CVE-2025-65368,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
CodeWithCJ_SparkyFitness,GHSA-j7x6-6678-2xqp,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Comfy-Org_ComfyUI-Manager,CVE-2025-67303,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Comfy-Org_ComfyUI-Manager,CVE-2026-22777,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
DayuanJiang_next-ai-draw-io,CVE-2026-40608,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
DeDeveloper23_codebase-mcp,CVE-2026-39884,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Deepractice_PromptX,CVE-2026-7217,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FedML-AI_FedML,CVE-2026-5535,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FedML-AI_FedML,CVE-2026-5536,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-31621,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,summary_marked_manual_review,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-36420,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-36421,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-36422,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-36423,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-37145,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-37146,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-8181,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-8182,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2024-9148,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-26319,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-29189,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-29192,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-34267,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-50538,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-57164,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-58434,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-59434,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-59527,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-59528,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,summary_marked_manual_review,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-61687,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-61913,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2025-8943,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-30820,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-30821,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-30822,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-30823,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-30824,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-31829,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-40933,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-41137,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-41138,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
FlowiseAI_Flowise,CVE-2026-41264,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Flux159_mcp-server-kubernetes,CVE-2025-53355,2,no,yes,yes,"input_subtype,intro_time_verdict,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
Flux159_mcp-server-kubernetes,CVE-2025-66404,2,no,yes,yes,"cross_agent,input_subtype,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
Flux159_mcp-server-kubernetes,CVE-2026-39884,2,no,yes,yes,"input_subtype,mechanism_subtype,module_from_step2_secondary,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
Flux159_mcp-server-kubernetes,CVE-2026-46519,2,no,yes,yes,"confidence,input_subtype,intro_time_verdict,mechanism_subtype,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
Gitlawb_openclaude,CVE-2026-35570,2,no,yes,yes,"architecture_confidence,architecture_type,input_subtype,input_type,mechanism_subtype,mechanism_type,module_from_step2_secondary,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
Gitlawb_openclaude,CVE-2026-42073,2,no,yes,yes,"architecture_confidence,architecture_type,classification_type,confidence,input_subtype,input_type,mechanism_subtype,mechanism_type,module_from_step2_classification_type,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
Gitlawb_openclaude,CVE-2026-42074,2,no,yes,yes,"ai_native_subtype,architecture_confidence,architecture_type,category,category_name,classification_type,confidence,cross_agent,input_subtype,input_type,mechanism_subtype,mechanism_type,module_from_step2_classification_type,module_from_step2_primary,module_from_step2_secondary,primary_module,requires_ai_function,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
HBAI-Ltd_Toonflow-app,CVE-2026-7084,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
HBAI-Ltd_Toonflow-app,CVE-2026-7085,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,summary_marked_manual_review,task_dir_missing"
HBAI-Ltd_Toonflow-app,CVE-2026-7086,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
HKUDS_nanobot,CVE-2026-2577,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
HKUDS_nanobot,CVE-2026-31977,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
HKUDS_nanobot,CVE-2026-33654,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
HKUDS_nanobot,CVE-2026-35589,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Josh-XT_AGiXT,CVE-2026-39981,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Mindinventory_MindSQL,CVE-2026-4506,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
Mindinventory_MindSQL,CVE-2026-4507,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
NVIDIA-Merlin_Transformers4Rec,CVE-2025-23298,2,no,yes,yes,"classification_type,difficulty,input_subtype,input_type,module_from_step2_classification_type,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
NVIDIA-Merlin_Transformers4Rec,CVE-2025-33213,2,no,yes,yes,"classification_type,confidence,input_subtype,mechanism_subtype,module_from_step2_classification_type,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
NVIDIA-Merlin_Transformers4Rec,CVE-2025-33233,2,no,yes,yes,"architecture_confidence,classification_type,confidence,difficulty,input_subtype,mechanism_subtype,mechanism_type,module_from_step2_classification_type,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
OpenBMB_XAgent,CVE-2024-2007,2,no,yes,yes,"input_subtype,mechanism_subtype,mechanism_type,module_from_step2_secondary,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
OpenBMB_XAgent,CVE-2025-6281,2,no,yes,yes,"input_subtype,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
OpenBMB_XAgent,CVE-2026-3954,2,no,yes,yes,"difficulty,input_subtype,mechanism_subtype,mechanism_type,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
OpenBMB_XAgent,CVE-2026-4957,2,no,yes,yes,"category,category_name,input_subtype,mechanism_subtype,module_from_step2_secondary,requires_ai_function,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
OpenBMB_XAgent,CVE-2026-4958,2,no,yes,yes,"input_subtype,input_type,mechanism_subtype,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
OpenBMB_XAgent,CVE-2026-4959,2,no,yes,yes,"architecture_type,input_subtype,mechanism_subtype,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
OpenHands_OpenHands,CVE-2026-33718,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
ParisNeo_lollms-webui,CVE-2026-33340,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
ParisNeo_lollms-webui,GHSA-w6c4-c4gj-m272,1,no,no,no,,no,no,no,no,no,,yes,yes,"evidence_bundle_missing,metadata_missing,step_files_missing,task_dir_missing"
PrefectHQ_fastmcp,CVE-2025-62800,2,no,yes,yes,"architecture_confidence,difficulty,input_subtype,input_type,module_from_step2_secondary,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
PrefectHQ_fastmcp,CVE-2025-62801,2,no,yes,yes,"difficulty,input_subtype,mechanism_subtype,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
PrefectHQ_fastmcp,CVE-2025-64340,2,no,yes,yes,"classification_type,difficulty,input_subtype,intro_time_verdict,manual_review_needed,module_from_step2_classification_type,module_from_step2_primary,module_from_step2_secondary,primary_module,secondary_modules,vuln_exists_at_intro_version",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,summary_marked_manual_review,task_dir_missing"
PrefectHQ_fastmcp,CVE-2025-69196,2,no,yes,yes,"input_subtype,mechanism_subtype,module_from_step2_secondary,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
PrefectHQ_fastmcp,CVE-2026-27124,2,no,yes,yes,"difficulty,input_subtype,input_type,mechanism_subtype,mechanism_type,module_from_step2_secondary,secondary_modules",no,no,no,no,no,,yes,yes,"duplicate_summary_rows,evidence_bundle_missing,metadata_missing,step_files_missing,summary_conflict,task_dir_missing"
